...1,species,title_abstract,locality,locality_normalized,pred_locality,tp,fp,fn,regions_in_abstract
395,Nosema chrysorrhoeae,"Nosema chrysorrhoeae n. sp. (Microsporidia), isolated from browntail moth (Euproctis chrysorrhoea L.) (Lepidoptera, Lymantriidae) in Bulgaria: Characterization and phylogenetic relationships ::: A new microsporidian parasite Nosema chrysorrhoeae n. sp., isolated in Bulgaria from the browntail moth (Euproctis chrysorrhoea L.), is described. Its life cycle includes two sequential developmental cycles that are similar to the general developmental cycles of the Nosema-like microsporidia and are indistinguishable from those of two Nosema spp. from Lymantria dispar. The primary cycle takes place in the midgut tissues and produces binucleate primary spores. The secondary developmental cycle takes place exclusively in the silk glands and produces binucleate environmental spores. N. chrysorrhoeae is specific to the browntail moth. Phylogenetic analysis based on the ssu rRNA gene sequence places N. chrysorrhoeae in the Nosema/Vairimorpha clade, with the microsporidia from lymantriid and hymenopteran hosts. Partial sequences of the lsu rRNA gene and ITS of related species Nosema kovacevici (Purrini K., Weiser J., 1975. Naturliche Feinde des Goldafters, Euproctis chrysorrhoea L., im Gebiet von Kosovo, FSR Jugoslawien. Anzeiger fuer Schadlingskunde, Pflanzen-Umweltschutz, 48, 11-12), Nosema serbica Weiser, 1963 and Nosema sp. from Lymantria monacha was obtained and compared with N. chrysorrhoeae. The molecular data indicate the necessity of future taxonomic reevaluation of the genera Nosema and Vairimorpha.",Bulgaria,Bulgaria (),Bulgaria (); Kosovo (); Lymantria (); Schadlingskunde (),1,3,0,TRUE
396,Nosema costelytrae,"Ultrastructure and tissue specificity of Nosema costelytrae and Nosema takapauensis, microsporidian pathogens of grass grubs, Costelytra zealandica, (Coleoptera: Scarabaeidae) in New Zealand ::: Nosema costelytrae and Nosema takapauensis, microsporidian pathogens of grass grub beetle larvae of the scarabaeid pasture pest species, Costelytra zealandica, are redescribed. N. costelytrae has spherical meronts (6.34 µm) and elongate-ovoid or fusiform sporonts (6.81 × 3.27 µm). Stages have one, two, or four nuclei, usually in diplokaryotic arrangement. Spores are ovoid (4.37 × 2.50 µm, fresh), with a distinct point at one end. Spores develop in the fat body, tracheole cells, nerve ganglia, and muscle. There is no evidence of dimorph-ism when Planotortrix excessana (Lepidoptera) are experimentally infected with N. costelytrae at 15 or 22°C. N. takapauensis has spherical meronts (7.74 µm), with one, two, or four nuclei and spherical sporonts (3.70 µm), with one or two nuclei. Spores are ovoid to cylindrical (6.37 × 2.82 µm, fresh), with some macrospores. Fat body, tracheole cells, and ocnocytes support growth of this parasite. Both species have a fine structure that is usual for Nosema species.",New Zealand,New Zealand (),New Zealand (),1,0,0,TRUE
406,Nosema fuhreri,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",Germany,Germany (),Germany (Hessen); Oribatei (); Damaeus (); Pleistophora (); Forest Soils (); Carabodidae (); Cepheus (); Microtritia (); Waldböden (); Thelohania (); Norway (Moss); Brazil (Federal),1,14,0,TRUE
411,Nosema gigantica,"Studies on two new species of Microsporida hyperparasitic in adult Allocreadium fasciatusi (Trematoda, Allocreadiidae) ::: The vegetative and sporogonic stages of Unikaryon allocreadii sp. nov. and Nosema gigantica sp. nov., from the parenchyma of adult flukes, Allocreadium fasciatusi in the gut of the freshwater fish Aplocheilus melastigma from India, are described and figured. U. allocreadii, which is uninucleate throughout development and is disporoblastic, differs from U. legeri in that it occurs in adult flukes from a freshwater host. N. gigantica has diplokaryon nuclei, at least in the sporogonic stages, and is much larger than all other microsporidia in platyhelminths. Hatching of the spores and patholgenicity are described and the mode of transmission to the flukes is discussed. Infected flukes, which are sluggish and opaque, are often displaced from the normal site of infection.",India (Andhra Pradesh),India (Andhra Pradesh),India (); Serbia (India),1,2,1,TRUE
416,Nosema lepidocyrti,"Seven New Microsporidian Parasites of Springtails (Collembola) in the Federal Republic of Germany ::: Three new species of Nosema (N. lepidocyrti, N. onychiurus and N. petrosa), one Encephalitozoon (E.flavescens), two species of Thelohania (T. bomboschi and T. collembolae) and a new genus Auraspora n.g. with A. canningae were described from Collembola in soil samples of Lower Saxony, Federal Republic of Germany.",Germany (Lower Saxony),Germany (Lower Saxony),Germany (Federal Republic of Germany); Nosema (); Thelohania (); Brazil (Federal),1,5,1,TRUE
418,Nosema limbata,"Two New Species of Microsporidia from the Larvae Of Tramea Limbata (Odonata : Insecta) ::: Two new species of microsporidians, Nosema limbata n. sp. and Thelo. hania limbatan. sp. from the adipose tissue of the larvae of Tramealimbatacollected from the dairy farm area, Visakhapatnam and the Andhra University Campus at Waltair respectively me described and their systematic position discussed.",Visakhapatnam,Visakhapatnam (),Trinidad and Tobago (Of); India (Visakhapatnam); Jamaica (University),0,6,1,TRUE
429,Nosema neumanni,"Nosema neumanni n. sp. (Microsporidia, Nosematidae), a new microsporidian parasite of honeybees, Apis mellifera in Uganda ::: The microsporidium Nosema neumanni n. sp., a new parasite of the honeybee Apis mellifera is described based on its ultra-structural and molecular characteristics. Structures resembling microsporidian spores were found by microscopic examination of honeybees from Uganda. Molecular confirmation failed when PCR primers specific for Nosema apis and Nosema ceranae were used, but was successful with primers covering the whole family of Nosematidae. We performed transmission electron microscopy and found typical microsporidian spores which were smaller (length: 2.36±0.14μm and width: 1.78±0.06μm; n=6) and had fewer polar filament coils (10–12) when compared to those of known species infecting honeybees. The entire 16S SSU rRNA region was amplified, cloned and sequenced and was found to be unique with the highest resemblance (97% identity) to N. apis. The incidence of N. neumanni n. sp. in Ugandan honeybees was found to be much higher than of the two other Nosema species.",(Kasese district) Uganda,Uganda (Kasese),Uganda (Uganda); Nosematidae (); Ugandan (),1,3,1,TRUE
437,Nosema peridromae,"Nosema Peridromae Sp. n., a New Microsporidian Parasite of ,the Variegated Cutworm Peridroma Saucia (Hbn.) (Lepidoptera, Noctuidae) ::: A new microsporidian Nosema peridromae sp. n. is described from a noctuid Peridroma saucia (Hbn.) collected in France and in USA. Binucleate and tetranucleate schizonts were observed. Sporonts were binucleate. Spores were oval and measured 1.9-3.2 x 1.5-2.1 μm. The parasite caused general infection.",France,France (),France (); United States (),1,1,0,TRUE
439,Nosema petrosa,"Seven New Microsporidian Parasites of Springtails (Collembola) in the Federal Republic of Germany ::: Three new species of Nosema (N. lepidocyrti, N. onychiurus and N. petrosa), one Encephalitozoon (E.flavescens), two species of Thelohania (T. bomboschi and T. collembolae) and a new genus Auraspora n.g. with A. canningae were described from Collembola in soil samples of Lower Saxony, Federal Republic of Germany.",Germany (Lower Saxony),Germany (Lower Saxony),Germany (Federal Republic of Germany); Nosema (); Thelohania (); Brazil (Federal),1,5,1,TRUE
447,Nosema portugal,"Nosema portugal, N. SP., Isolated from Gypsy Moths (Lymantria dispar L.) Collected in Portugal ::: A microsporidium Nosema portugal n. sp. was isolated from gypsy moths, Lymantria dispar L, collected near Lisbon, Portugal, in 1985. The Life cycle includes two sequential developmental cycles, a primary and a secondary cycle. The primary cycle occurs in midgut epithelial cells, where primary spores are produced within 48 h. The primary spores immediately extrude their polar filaments, presumably to infect other cells. In the target tissues (salivary glands and fat body) the secondary development cycle is followed by the formation of environmental spores. Primary spores were also sometimes present in target tissues. Fresh unfixed and unstained primary spores have a large posterior vacuole and measured 4.8 x 2.7 mu m. Ultrastructurally, they have 5-8 polar filament coils, a large posterior vacuole, abundant endoplasmic reticulum, and were binucleate. Mature unfixed and unstained environmental spores were highly refractive and the posterior vacuole and nuclei could not be seen through the spore coat. Fresh environmental spores measured 4.5 x 1.9 mu m. Ultrastructurally, environmental spores were binucleate, with a typical polaroplast, 10-11 isofilar polar filament coils, and a series of 4-6 thin polar filament-like tubules situated at the posterior end of the row of typical polar filament coils. The ssu rRNA sequences strongly suggest that this species is more closely related to the Vairimorpha subgroup within the Nosema/Vairimorpha clade than to the Nosema subgroup",Portugal (Lisbon),Portugal (Lisbon),Portugal (Lisbon); Nosema (); Lymantria (),2,2,0,TRUE
